Enumeration ID,Enum ordinal,Enum value,Enum value desc
TBL_BEGIN,?,?,?
252,4,peak volume,enumeration_text
251,1,isotropic,enumeration_text
251,2,anisotropic,enumeration_text
251,3,solid,enumeration_text
250,1,chemical shift,enumeration_text
250,2,coupling constant,enumeration_text
250,3,peak height,enumeration_text
250,4,peak volume,enumeration_text
296,1,isotropic,enumeration_text
296,2,anisotropic,enumeration_text
296,3,solid,enumeration_text
295,1,RDC,enumeration_text
294,1,log-harmonic,"Parameters: target_value, target_value_error"
294,2,parabolic,"Parameters: target_value, target_value_error
Formula: E = k(r-target_value)**2"
294,3,square-well-parabolic,"Parameters: upper_limit, lower_limit (optionally: target_value, target_value_error)
Formula:
E = k(r-upper_limit)**\2 for r > upper_limit
E = k(r-lower_limit)**2 for r < lower_limit"
294,4,square-well-parabolic-linear,"Parameters: upper_limit, lower_limit, upper_linear_limit, lower_linear_limit, (optional: target_value, target_value_error)
Formula:
If upper_limit = u, upper_linear_limit = u2, lower_limit = l, lower_linear_limit = l2:
E = 2k(u2-u)(r - (u2+u)/2) for r > u2
E = k(r-u)**2 for u < r < u2
E = k(r-l)**2 for l > r > l2
E = 2k(l2-l)(r - (l2+l)/2) for r < l2"
294,5,upper-bound-parabolic,can be derived from the two-sided versions given above
294,6,lower-bound-parabolic,can be derived from the two-sided versions given above
294,7,upper-bound-parabolic-linear,can be derived from the two-sided versions given above
294,8,lower-bound-parabolic-linear,can be derived from the two-sided versions given above
189,1,isotropic,enumeration_text
189,2,anisotropic,enumeration_text
189,3,solid,enumeration_text
48,1,abstract,enumeration_text
48,2,book,enumeration_text
48,3,journal,enumeration_text
48,4,thesis,enumeration_text
39,1,BMRB,BioMagResBank
39,2,BMRB(withdrawn),enumeration_text
39,3,PDB,Protein Databank
39,4,TargetDB,Target registration database
39,5,EMDB,Electron Microscopy Volume Data Bank
39,6,BMCD,Biological Macromolecule Crystallization Database
39,7,GB,GenBank
39,8,DBJ,DNA Data Bank of Japan
39,9,EMBL,European Molecular Biology Laboratory
39,10,NCBI,enumeration_text
39,11,PIR,Protein Information Resource
39,12,REF,NCBI Reference Sequence
39,13,SGD,Saccharomyces Genome Database
39,14,SP,UniProtKB/Swiss-Prot
37,1,NMR-STAR,enumeration_text
37,2,XML,enumeration_text
38,1,original,First release of the data to the public.
38,2,na,not available
38,3,update,Additional releases of the entry that involve changes in the reported quantitative data$ dictionary changes$ or other revisions that represent non-trivial changes in the entry.
38,4,revision,not used now as it is redundant with update aa all revisions are updates
38,5,reformat,reformatted for new format specification
265,1,distance geometry,enumeration_text
265,2,DGSA-distance geometry simulated annealing,enumeration_text
265,3,simulated annealing,enumeration_text
265,4,molecular dynamics,enumeration_text
265,5,matrix relaxation,enumeration_text
265,6,torsion angle dynamics,enumeration_text
265,7,na,enumeration_text
264,1,experimental,Derived directly from experimental data
264,2,derived experimentally,Derived from conformers that fit experimental data
264,3,theoretical,The coordinates represent a theoretical chemical system. They may be derived from an experimental coordinate set$ but have been constructed for use in carrying out theoretical calculations or for other purposes that have specific requirements that necessitate the use of non-standard atoms or other conditions.
108,1,M,Molar
108,2,mM,millimolar
108,3,uM,micromolar
108,4,nM,nanomolar
108,5,%,percent
108,6,v/v,volume to volume
108,7,w/v,weight to volume percent
108,8,mg,milligram
108,9,ug,microgram
108,10,mg/mL,mg per milliliter
108,11,g/L,grams per liter
108,12,pM,picomolar
108,13,w/w,enumeration_text
108,14,% v/v,enumeration_text
108,15,% w/v,enumeration_text
108,16,% w/w,enumeration_text
108,17,mg/L,enumeration_text
108,18,mg/uL,enumeration_text
108,19,ug/mL,enumeration_text
108,20,ug/uL,enumeration_text
108,21,mL,enumeration_text
108,22,uL,enumeration_text
108,23,A260,enumeration_text
108,24,eq,enumeration_text
108,25,ratio,enumeration_text
108,26,saturated,enumeration_text
108,27,tablet/100mL,enumeration_text
108,28,na,enumeration_text
107,1,natural abundance,enumeration_text
107,2,[U-100% 15N],enumeration_text
107,3,[U-99% 15N],Uniformly labeled with 15N at a level of 99 percent
107,4,[U-98% 15N],enumeration_text
107,5,[U-95% 15N],enumeration_text
107,6,[U-90% 15N],enumeration_text
107,7,[U-15N],Uniformly labeled with 15N at an unknown percentage
107,8,[U-100% 13C],enumeration_text
107,9,[U-95% 13C],enumeration_text
107,10,[U-10% 13C],Uniformly labeled with 13C at a level of 10 percent
107,11,[U-13C],Uniformly labeled with 13C at an unknown percentage
107,12,[U-100% 13C; U-100% 15N],enumeration_text
107,13,[U-99% 13C; U-99% 15N],Uniformly labeled with 13C at 99 percent and 15N at 99 percent
107,14,[U-98% 13C; U-98% 15N],enumeration_text
107,15,[U-95% 13C; U-95% 15N],enumeration_text
107,16,[U-95% 13C; U-90% 15N],enumeration_text
107,17,[U-10% 13C; U-100% 15N],enumeration_text
107,18,[U-10% 13C; U-99% 15N],enumeration_text
107,19,[U-13C; U-15N],Uniformly labeled with 13C and 15N at unknown percentages
107,20,[U-100% 13C; U-100% 15N; U-80% 2H],enumeration_text
107,21,"[U-13C; U-15N; U-2H; 99% 1HD-Ile,Leu; 99% 1HG-Val]",Uniformly labeled with 13C and 15N and 2H with ILV methyls 1H labeled
107,22,[U-13C; U-15N; U-2H],Uniformly labeled with 13C$ 15N$ and 2H at unknown percentages
107,23,[U-100% 2H],enumeration_text
107,24,[U-99% 2H],enumeration_text
107,25,[U-2H],enumeration_text
107,26,[U-13C; U-15N]-Ade,All adenine nucleotides labeled fully with both 13C and 15N
107,27,[U-13C; U-15N]-Cyt,All cytosine nucleotides labeled fully with both 13C and 15N
107,28,[U-13C; U-15N]-Gua,All guanine nucleotides labeled fully with both 13C and 15N
107,29,[U-13C; U-15N]-Ura,All uracil nucleotides labeled fully with both 13C and 15N
107,30,[U-15N]-Leu,Uniformly labeled 15N Leu residues
107,31,[95% 13CA]-Trp,All Trp residues labeled 95 percent with 13C in the CA position
106,1,D2O,enumeration_text
106,2,DSS,enumeration_text
106,3,DTT,enumeration_text
106,4,H2O,enumeration_text
106,5,PMSF,enumeration_text
106,6,potassium chloride,enumeration_text
106,7,potassium phosphate,enumeration_text
106,8,sodium azide,enumeration_text
106,9,sodium chloride,enumeration_text
106,10,sodium phosphate,enumeration_text
106,11,TRIS,enumeration_text
106,12,TSP,enumeration_text
106,13,acetic acid,enumeration_text
106,14,AEBSF protease inhibitor,enumeration_text
106,15,ammonium acetate,enumeration_text
106,16,ammonium citrate,enumeration_text
106,17,ammonium sulfate,enumeration_text
106,18,APMSF,enumeration_text
106,19,ascorbate,enumeration_text
106,20,beta-mercaptoethanol,enumeration_text
106,21,cacodylate,enumeration_text
106,22,CHAPS,enumeration_text
106,23,chloroform,enumeration_text
106,24,DHPC,enumeration_text
106,25,DMPC,enumeration_text
106,26,DMPG,enumeration_text
106,27,DMSO,enumeration_text
106,28,DPC,enumeration_text
106,29,EDTA,enumeration_text
106,30,ethanol,enumeration_text
106,31,formate,enumeration_text
106,32,glycerol,enumeration_text
106,33,glycine,enumeration_text
106,34,HEPES,enumeration_text
106,35,imidazole,enumeration_text
106,36,MES,enumeration_text
106,37,methanol,enumeration_text
106,38,pefabloc,enumeration_text
106,39,Pf1 phage,enumeration_text
106,40,PIPES,enumeration_text
106,41,potassium cyanide,enumeration_text
106,42,SDS,enumeration_text
106,43,sodium acetate,enumeration_text
106,44,sodium dithionite,enumeration_text
106,45,sodium sulfate,enumeration_text
106,46,succinic acid,enumeration_text
106,47,t-butanol,enumeration_text
106,48,TCEP,enumeration_text
106,49,TES,enumeration_text
106,50,TFA,enumeration_text
106,51,TFE,enumeration_text
106,52,urea,enumeration_text
109,1,pH,Glass electrode pH meter reading for solution in water. No unit is required.
109,2,pH*,Uncorrected pH meter reading for solution in D2O. No unit is required.
109,3,pD,Reading for a D2O solution measured with a glass electrode filled with D2O. No unit is required.
109,4,temperature,Preferred unit is Kelvin (K)
109,5,pressure,Preferred unit is bar (10^5 Pa)
109,6,ionic strength,I = 1/2 of the summation of C(i) times Z(i)^2$ where the summation is taken over all of the different ions (i) in a solution$ multiplying the molarity C(i) by the square of the charge Z(i). Preferred unit is M (mol/l)
109,7,viscosity,"dynamic viscosity is Pa.s which equals (kg) x (m^-1) x (s^-1)
1 poise (P) is (g) x (cm^-1) x (s^-1)
1 centipoise (cP) is 10^-3 kg.m^-1.s^-1
kinematic viscosity is m^2/s or (m^2) x (s^-1)"
109,8,dielectric constant,Pure water at 298 K has a dielectric constant of 78.54. No unit is required.
109,9,temperature controller setting,For solid-state experiments$ this is the temperature setting on the NMR spectrometer control unit.
110,1,Pa,Pascal$ 1 Pa = 1 N m^-2
110,2,bar,bar$ 1 bar = 10^5 Pa
110,3,atm,atmosphere$ 1 atm = 1.01325 * 10^5 Pa$ atm is not a SI unit
110,4,mmHg,millimetres of mercury$ 1 mmHg = 133.3224 Pa$ mmHg is not a SI unit
110,5,Torr,Torricelli$ 1 Torr = 133.322 Pa$ Torr is not a SI unit
110,6,mbar,millibar
110,7,K,Kelvin
110,8,C,"Celsius
1 degree Celcius equals 1 K but is always 273.150 lower.
E.g. 25.000 C equals 298.150 K."
110,9,pH,unit of pH
110,10,M,Molar$ concentration unit for ionic strength
110,11,mM,milimolar$ concentration unit for ionic strength
110,12,P,Poise
110,13,cP,Centipoise
110,14,m^2/s,kinematic viscosity
110,15,Pa.s,dynamic viscosity
110,16,Not defined,Used for variables that do not have units like dielectric constant.
110,17,hPa,hecto Pascal
110,18,pD,enumeration_text
110,19,pH*,enumeration_text
110,20,%,enumeration_text
110,21,s,second
105,1,90% H2O/10% D2O,enumeration_text
105,2,93% H2O/7% D2O,enumeration_text
105,3,95% H2O/5% D2O,enumeration_text
105,4,50% H2O/50% D2O,enumeration_text
105,5,100% D2O,enumeration_text
105,6,acetone,enumeration_text
105,7,chloroform,enumeration_text
105,8,DMSO,enumeration_text
105,9,ethanol/water,enumeration_text
105,10,methanol,enumeration_text
105,11,trifluoroacetic acid,enumeration_text
105,12,trifluoroethanol/water,enumeration_text
104,1,solution,enumeration_text
104,2,solid,enumeration_text
104,3,bicelle,enumeration_text
104,4,emulsion,enumeration_text
104,5,fiber,solid-state fiber sample
104,6,filamentous virus,enumeration_text
104,7,gel solution,gel samples used for solution NMR
104,8,gel solid,gel samples used for solid-state NMR
104,9,liposome,enumeration_text
104,10,membrane,enumeration_text
104,11,micelle,enumeration_text
104,12,nano-disc,enumeration_text
104,13,lyophilized powder,Solid-state lyophilized powder sample
104,14,oriented membrane film,Solid-state glass plate with a membrane film
104,15,fibrous protein,Solid-state fibrous protein
104,16,polycrystalline powder,Solid-state micro crystal powder
104,17,reverse micelle,enumeration_text
104,18,single crystal,enumeration_text
104,19,microcrystalline,enumeration_text
104,20,liquid crystal,enumeration_text
104,21,in-cell,enumeration_text
144,1,ml,enumeration_text
32,1,not applicable,enumeration_text
32,2,Accelerated Technologies Center for Gene to 3D Structure,enumeration_text
32,3,Assembly$ Dynamics and Evolution of Cell-Cell and Cell-Matrix Adhesions,enumeration_text
32,4,Atoms-to-Animals: The Immune Function Network,enumeration_text
32,5,Architecture and Function of Biological Macromolecules Structure Genomics,ASG
32,6,Bacterial targets at IGS-CNRS$ France,enumeration_text
32,7,Berkeley Structural Genomics Center,BSGC
32,8,Center for Eukaryotic Structural Genomics,CESG
32,9,Center for High-Throughput Structural Biology,enumeration_text
32,10,Center for Membrane Proteins of Infectious Diseases,enumeration_text
32,11,Center for Structural Genomics of Infectious Diseases,enumeration_text
32,12,Center for Structures of Membrane Proteins,enumeration_text
32,13,Center for the X-ray Structure Determination of Human Transporters,enumeration_text
32,14,Chaperone-Enabled Studies of Epigenetic Regulation Enzymes,enumeration_text
32,15,Enzyme Discovery for Natural Product Biosynthesis,enumeration_text
32,16,GPCR Network,enumeration_text
32,17,Integrated Center for Structure and Function Innovation,enumeration_text
32,18,Israel Structural Proteomics Center,enumeration_text
32,19,Joint Center for Structural Genomics,JCSG
32,20,Marseilles Structural Genomics Program @ AFMB,enumeration_text
32,21,Medical Structural Genomics of Pathogenic Protozoa,enumeration_text
32,22,Membrane Protein Structural Biology Consortium,enumeration_text
32,23,Membrane Protein Structures by Solution NMR,enumeration_text
32,24,Midwest Center for Structural Genomics,MCSG
32,25,Mitochondrial Protein Partnership,enumeration_text
32,26,Montreal-Kingston Bacterial Structural Genomics Initiative,enumeration_text
32,27,Mycobacterium Tuberculosis Structural Proteomics Project,enumeration_text
32,28,New York Consortium on Membrane Protein Structure,enumeration_text
32,29,New York SGX Research Center for Structural Genomics,enumeration_text
32,30,New York Structural Genomics Research Consortium,NYSGRC
32,31,New York Structural GenomiX Research Consortium,enumeration_text
32,32,Northeast Structural Genomics Consortium,NESGC
32,33,North West Structural Genomics Centre,NWSGC
32,34,Nucleocytoplasmic Transport: a Target for Cellular Control,enumeration_text
32,35,Ontario Centre for Structural Proteomics,enumeration_text
32,36,Oxford Protein Production Facility,enumeration_text
32,37,Paris-Sud Yeast Structural Genomics,enumeration_text
32,38,Partnership for Stem Cell Biology,enumeration_text
32,39,Partnership for T-Cell Biology,enumeration_text
32,40,Program for the Characterization of Secreted Effector Proteins,enumeration_text
32,41,Protein Structure Factory,PSF
32,42,RIKEN Structural Genomics/Proteomics Initiative,enumeration_text
32,43,Scottish Structural Proteomics Facility,enumeration_text
32,44,Seattle Structural Genomics Center for Infectious Disease,enumeration_text
32,45,Southeast Collaboratory for Structural Genomics,SECSG
32,46,Structural Genomics Consortium,enumeration_text
32,47,Structural Genomics Consortium for Research on Gene Expression,enumeration_text
32,48,Structural Genomics of Pathogenic Protozoa Consortium,SGPPC
32,49,Structural Proteomics in Europe,enumeration_text
32,50,Structural Proteomics in Europe 2,enumeration_text
32,51,Structure 2 Function Project,enumeration_text
32,52,"Structure, Dynamics and Activation Mechanisms of Chemokine Receptors",enumeration_text
32,53,Structure-Function Studies of Tight Junction Membrane Proteins,enumeration_text
32,54,Structures of Mtb Proteins Conferring Susceptibility to Known Mtb Inhibitors,enumeration_text
32,55,TB Structural Genomics Consortium,TBSGC
32,56,Transcontinental EM Initiative for Membrane Protein Structure,enumeration_text
32,57,Transmembrane Protein Center,enumeration_text
32,58,Yeast Structural Genomics,YSG
32,59,"Bijvoet Centre, Utrecht",enumeration_text
32,60,Brazilian Sincrotron Light Laboratory,enumeration_text
32,61,Center for Experimental Therapeutics and Pharmacoinformatics,enumeration_text
32,62,FAPESP,enumeration_text
32,63,Functional and Structural Proteomics of the SARS Coronavirus,enumeration_text
32,64,Hefei National Laboratory for Physical Sciences at Microscale,enumeration_text
32,65,Institute of Genetics and Molecular and Cellular Biology-CNRS France,enumeration_text
32,66,"Institute of Zoology, Beijing",enumeration_text
32,67,IRB Barcelona,enumeration_text
32,68,Magnetic Resonance Center,enumeration_text
32,69,Membrane Protein Structures by NMR,enumeration_text
32,70,Nanoworld Institute,enumeration_text
32,71,"Protein Research Group, RIKEN Genomic Sciences Center",enumeration_text
32,72,State Key Laboratory of Magnetic Resonance and Atomic and Molecular Physics,enumeration_text
32,73,Structural Molecular Biology Network,enumeration_text
32,74,University of Calcutta CU,enumeration_text
32,75,University of Georgia,enumeration_text
33,1,BIGS,enumeration_text
33,2,BSGC,enumeration_text
33,3,CESG,enumeration_text
33,4,ISPC,enumeration_text
33,5,JCSG,enumeration_text
33,6,MSGP,enumeration_text
33,7,MCSG,enumeration_text
33,8,BSGI,enumeration_text
33,9,XMTB,enumeration_text
33,10,NYSGRC,enumeration_text
33,11,NESG,enumeration_text
33,12,OPPF,enumeration_text
33,13,YSG,enumeration_text
33,14,PSF,enumeration_text
33,15,RSGI,enumeration_text
33,16,SECSG,enumeration_text
33,17,SGC,enumeration_text
33,18,SGPP,enumeration_text
33,19,SPINE,enumeration_text
33,20,S2F,enumeration_text
33,21,TBSGC,enumeration_text
33,22,RIKEN GSC,enumeration_text
33,23,CU,enumeration_text
31,1,not applicable,enumeration_text
31,2,Enzyme Function Initiative,enumeration_text
31,3,PSI:Biology,enumeration_text
31,4,PSI$ Protein Structure Initiative,enumeration_text
31,5,NPPSFA$ National Project on Protein Structural and Functional Analyses,enumeration_text
31,6,SPINE,enumeration_text
31,7,SPINE2,enumeration_text
31,8,Protein 3000,enumeration_text
31,9,SSGCID,enumeration_text
31,10,NIAID,enumeration_text
31,11,SMolBNet,enumeration_text
31,12,Other,enumeration_text
304,1,3DNA,enumeration_text
304,2,4D-CHAINS,enumeration_text
304,3,ABACUS,enumeration_text
304,4,ADAPT-NMR,enumeration_text
304,5,AMBER,enumeration_text
304,6,ANALYSIS,CcpNMR Analysis
304,7,AngleSearch,enumeration_text
304,8,ANSIG,enumeration_text
304,9,AQUA,enumeration_text
304,10,ARIA,enumeration_text
304,11,ARIA2,enumeration_text
304,12,ATHNOS-CANDID,enumeration_text
304,13,AURELIA,enumeration_text
304,14,AS-DP,enumeration_text
304,15,ATNOS,enumeration_text
304,16,ATSAS,enumeration_text
304,17,AUREMOL,enumeration_text
304,18,AutoAssign,enumeration_text
304,19,AutoDep,enumeration_text
304,20,AutoStruct,enumeration_text
304,21,AVS,enumeration_text
304,22,AZARA,enumeration_text
304,23,BATMAN,small molecule
304,24,calRW,enumeration_text
304,25,CANDID,enumeration_text
304,26,CARA,enumeration_text
304,27,CATIA,enumeration_text
304,28,CcpNMR,enumeration_text
304,29,CH3Shift,enumeration_text
304,30,Chimera,enumeration_text
304,31,CING,enumeration_text
304,32,CLUSTAL W/X,enumeration_text
304,33,CNS,enumeration_text
304,34,CNSSOLVE,enumeration_text
304,35,CoMD/NMR,enumeration_text
304,36,COMPASS,enumeration_text
304,37,CONNJURST,enumeration_text
304,38,CONNJURWB,enumeration_text
304,39,CORMA,enumeration_text
304,40,CPMG-Fit (Korzhnev),enumeration_text
304,41,CPMGFit (Palmer),enumeration_text
304,42,CSI,enumeration_text
304,43,CS-Rosetta,enumeration_text
304,44,CURVES,enumeration_text
304,45,CYANA,enumeration_text
304,46,DANGLE,enumeration_text
304,47,DIAMOD,enumeration_text
304,48,DISCOVER,enumeration_text
304,49,DYANA,enumeration_text
304,50,DYNAMO,enumeration_text
304,51,FASTModelFree,enumeration_text
304,52,FMCGUI,enumeration_text
304,53,FuDA,enumeration_text
304,54,GARANT,enumeration_text
304,55,Gaussian,enumeration_text
304,56,GIFA,enumeration_text
304,57,GISSMO,small molecule
304,58,GROMACS,enumeration_text
304,59,GROMOS,enumeration_text
304,60,GUARDD,enumeration_text
304,61,HADDOCK,enumeration_text
304,62,HYPER,enumeration_text
304,63,istHMS,enumeration_text
304,64,j-UNIO,enumeration_text
304,65,MAGRO,enumeration_text
304,66,MARDIGRAS,enumeration_text
304,67,MARS,enumeration_text
304,68,MD2NOE,enumeration_text
304,69,Mathematica,enumeration_text
304,70,MATLAB,enumeration_text
304,71,MDAnalysis,enumeration_text
304,72,MddNMR,enumeration_text
304,73,MestReNova,enumeration_text
304,74,MetaboAnalystR,small molecule
304,75,MetScape,small molecule
304,76,ModelFree,enumeration_text
304,77,Molmol,enumeration_text
304,78,MolProbity,enumeration_text
304,79,MORASS,enumeration_text
304,80,MoSART,enumeration_text
304,81,MVAPACK,small molecule
304,82,NAMD,enumeration_text
304,83,NESSY,enumeration_text
304,84,NMRbox,enumeration_text
304,85,NMRDraw,enumeration_text
304,86,NMRest,enumeration_text
304,87,NMRFAM-SPARKY,enumeration_text
304,88,NMRFx,enumeration_text
304,89,NMRFx Analyst,enumeration_text
304,90,NMRFx Processor,enumeration_text
304,91,NMRFx Structure,enumeration_text
304,92,nmrglue,enumeration_text
304,93,NMRPipe,enumeration_text
304,94,NMRspy,enumeration_text
304,95,NMRView,enumeration_text
304,96,NMRViewJ,enumeration_text
304,97,NOAH,enumeration_text
304,98,nus-tool,enumeration_text
304,99,Olivia,enumeration_text
304,100,OPAL,enumeration_text
304,101,OPALp,enumeration_text
304,102,Origin,enumeration_text
304,103,PALES,enumeration_text
304,104,PDBStat,enumeration_text
304,105,PECAN,enumeration_text
304,106,PINE,enumeration_text
304,107,PIPP,enumeration_text
304,108,PISTACHIO,enumeration_text
304,109,PONDEROSA,enumeration_text
304,110,Procheck,enumeration_text
304,111,ProcheckNMR,enumeration_text
304,112,PRONTO,enumeration_text
304,113,PROSA,enumeration_text
304,114,PSVS,enumeration_text
304,115,PyMOL,enumeration_text
304,116,qMDD,enumeration_text
304,117,QUEEN,enumeration_text
304,118,REDCAT,enumeration_text
304,119,REDCRAFT,enumeration_text
304,120,Relax,enumeration_text
304,121,RNAstructure,enumeration_text
304,122,rNMR,small molecule
304,123,RNMRTK,enumeration_text
304,124,Rosetta,enumeration_text
304,125,SANE,enumeration_text
304,126,SCRUB,enumeration_text
304,127,SHIFTS,enumeration_text
304,128,ShiftX,enumeration_text
304,129,ShiftX2,enumeration_text
304,130,SMILE,enumeration_text
304,131,SPARKY,enumeration_text
304,132,SPARTA,enumeration_text
304,133,SPARTA+,enumeration_text
304,134,SPSCAN,enumeration_text
304,135,SYBYL,enumeration_text
304,136,TALOS,enumeration_text
304,137,TALOS+,enumeration_text
304,138,TALOS-N,enumeration_text
304,139,TANSY,enumeration_text
304,140,Tensor,enumeration_text
304,141,TINKER,enumeration_text
304,142,TOPSPIN,enumeration_text
304,143,UNIO,enumeration_text
304,144,UNIO-MATCH,enumeration_text
304,145,UXNMR,enumeration_text
304,146,VMD,enumeration_text
304,147,VMD-Xplor,enumeration_text
304,148,VNMR,enumeration_text
304,149,VNMRj,enumeration_text
304,150,WhatIF,enumeration_text
304,151,XEASY,enumeration_text
304,152,X-PLOR,enumeration_text
304,153,X-PLOR NIH,enumeration_text
304,154,xwinnmr,enumeration_text
304,155,YASARA,enumeration_text
113,1,3DNA,enumeration_text
113,2,4D-CHAINS,enumeration_text
113,3,ABACUS,enumeration_text
113,4,ADAPT-NMR,enumeration_text
113,5,AMBER,enumeration_text
113,6,ANALYSIS,CcpNMR Analysis
113,7,AngleSearch,enumeration_text
113,8,ANSIG,enumeration_text
113,9,AQUA,enumeration_text
113,10,ARIA,enumeration_text
113,11,ARIA2,enumeration_text
113,12,ATHNOS-CANDID,enumeration_text
113,13,AURELIA,enumeration_text
113,14,AS-DP,enumeration_text
113,15,ATNOS,enumeration_text
113,16,ATSAS,enumeration_text
113,17,AUREMOL,enumeration_text
113,18,AutoAssign,enumeration_text
113,19,AutoDep,enumeration_text
113,20,AutoStruct,enumeration_text
113,21,AVS,enumeration_text
113,22,AZARA,enumeration_text
113,23,BATMAN,small molecule
113,24,calRW,enumeration_text
113,25,CANDID,enumeration_text
113,26,CARA,enumeration_text
113,27,CATIA,enumeration_text
113,28,CcpNMR,enumeration_text
113,29,CH3Shift,enumeration_text
113,30,Chimera,enumeration_text
113,31,CING,enumeration_text
113,32,CLUSTAL W/X,enumeration_text
113,33,CNS,enumeration_text
113,34,CNSSOLVE,enumeration_text
113,35,CoMD/NMR,enumeration_text
113,36,COMPASS,enumeration_text
113,37,CONNJURST,enumeration_text
113,38,CONNJURWB,enumeration_text
113,39,CORMA,enumeration_text
113,40,CPMG-Fit (Korzhnev),enumeration_text
113,41,CPMGFit (Palmer),enumeration_text
113,42,CSI,enumeration_text
113,43,CS-Rosetta,enumeration_text
113,44,CURVES,enumeration_text
113,45,CYANA,enumeration_text
113,46,DANGLE,enumeration_text
113,47,DIAMOD,enumeration_text
113,48,DISCOVER,enumeration_text
113,49,DYANA,enumeration_text
113,50,DYNAMO,enumeration_text
113,51,FASTModelFree,enumeration_text
113,52,FMCGUI,enumeration_text
113,53,FuDA,enumeration_text
113,54,GARANT,enumeration_text
113,55,Gaussian,enumeration_text
113,56,GIFA,enumeration_text
113,57,GISSMO,small molecule
113,58,GROMACS,enumeration_text
113,59,GROMOS,enumeration_text
113,60,GUARDD,enumeration_text
113,61,HADDOCK,enumeration_text
113,62,HYPER,enumeration_text
113,63,istHMS,enumeration_text
113,64,j-UNIO,enumeration_text
113,65,MAGRO,enumeration_text
113,66,MARDIGRAS,enumeration_text
113,67,MARS,enumeration_text
113,68,MD2NOE,enumeration_text
113,69,Mathematica,enumeration_text
113,70,MATLAB,enumeration_text
113,71,MDAnalysis,enumeration_text
113,72,MddNMR,enumeration_text
113,73,MestReNova,enumeration_text
113,74,MetaboAnalystR,small molecule
113,75,MetScape,small molecule
113,76,ModelFree,enumeration_text
113,77,Molmol,enumeration_text
113,78,MolProbity,enumeration_text
113,79,MORASS,enumeration_text
113,80,MoSART,enumeration_text
113,81,MVAPACK,small molecule
113,82,NAMD,enumeration_text
113,83,NESSY,enumeration_text
113,84,NMRbox,enumeration_text
113,85,NMRDraw,enumeration_text
113,86,NMRest,enumeration_text
113,87,NMRFAM-SPARKY,enumeration_text
113,88,NMRFx,enumeration_text
113,89,NMRFx Analyst,enumeration_text
113,90,NMRFx Processor,enumeration_text
113,91,NMRFx Structure,enumeration_text
113,92,nmrglue,enumeration_text
113,93,NMRPipe,enumeration_text
113,94,NMRspy,enumeration_text
113,95,NMRView,enumeration_text
113,96,NMRViewJ,enumeration_text
113,97,NOAH,enumeration_text
113,98,nus-tool,enumeration_text
113,99,Olivia,enumeration_text
113,100,OPAL,enumeration_text
113,101,OPALp,enumeration_text
113,102,Origin,enumeration_text
113,103,PALES,enumeration_text
113,104,PDBStat,enumeration_text
113,105,PECAN,enumeration_text
113,106,PINE,enumeration_text
113,107,PIPP,enumeration_text
113,108,PISTACHIO,enumeration_text
113,109,PONDEROSA,enumeration_text
113,110,Procheck,enumeration_text
113,111,ProcheckNMR,enumeration_text
113,112,PRONTO,enumeration_text
113,113,PROSA,enumeration_text
113,114,PSVS,enumeration_text
113,115,PyMOL,enumeration_text
113,116,qMDD,enumeration_text
113,117,QUEEN,enumeration_text
113,118,REDCAT,enumeration_text
113,119,REDCRAFT,enumeration_text
113,120,Relax,enumeration_text
113,121,RNAstructure,enumeration_text
113,122,rNMR,small molecule
113,123,RNMRTK,enumeration_text
113,124,Rosetta,enumeration_text
113,125,SANE,enumeration_text
113,126,SCRUB,enumeration_text
113,127,SHIFTS,enumeration_text
113,128,ShiftX,enumeration_text
113,129,ShiftX2,enumeration_text
113,130,SMILE,enumeration_text
113,131,SPARKY,enumeration_text
113,132,SPARTA,enumeration_text
113,133,SPARTA+,enumeration_text
113,134,SPSCAN,enumeration_text
113,135,SYBYL,enumeration_text
113,136,TALOS,enumeration_text
113,137,TALOS+,enumeration_text
113,138,TALOS-N,enumeration_text
113,139,TANSY,enumeration_text
113,140,Tensor,enumeration_text
113,141,TINKER,enumeration_text
113,142,TOPSPIN,enumeration_text
113,143,UNIO,enumeration_text
113,144,UNIO-MATCH,enumeration_text
113,145,UXNMR,enumeration_text
113,146,VMD,enumeration_text
113,147,VMD-Xplor,enumeration_text
113,148,VNMR,enumeration_text
113,149,VNMRj,enumeration_text
113,150,WhatIF,enumeration_text
113,151,XEASY,enumeration_text
113,152,X-PLOR,enumeration_text
113,153,X-PLOR NIH,enumeration_text
113,154,xwinnmr,enumeration_text
113,155,YASARA,enumeration_text
111,1,3DNA,enumeration_text
111,2,4D-CHAINS,enumeration_text
111,3,ABACUS,enumeration_text
111,4,ADAPT-NMR,enumeration_text
111,5,AMBER,enumeration_text
111,6,ANALYSIS,CcpNMR Analysis
111,7,AngleSearch,enumeration_text
111,8,ANSIG,enumeration_text
111,9,AQUA,enumeration_text
111,10,ARIA,enumeration_text
111,11,ARIA2,enumeration_text
111,12,ATHNOS-CANDID,enumeration_text
111,13,AURELIA,enumeration_text
111,14,AS-DP,enumeration_text
111,15,ATNOS,enumeration_text
111,16,ATSAS,enumeration_text
111,17,AUREMOL,enumeration_text
111,18,AutoAssign,enumeration_text
111,19,AutoDep,enumeration_text
111,20,AutoStruct,enumeration_text
111,21,AVS,enumeration_text
111,22,AZARA,enumeration_text
111,23,BATMAN,small molecule
