Enumeration ID,Enum ordinal,Enum value,Enum value desc
TBL_BEGIN,?,?,?
131,32,3D HNCACB,enumeration_text
131,33,3D HN(CA)CO,enumeration_text
131,34,3D HNCACO,enumeration_text
131,35,3D HBHA(CO)NH,enumeration_text
131,36,3D HN(CO)CA,enumeration_text
131,37,3D HN(CO)CACB,enumeration_text
131,38,3D CCH-TOCSY,enumeration_text
131,39,3D H(CCO)NH,enumeration_text
131,40,3D HCCH-TOCSY,enumeration_text
131,41,3D (H)CCH-TOCSY,enumeration_text
131,42,3D 15N-separated NOESY,enumeration_text
131,43,3D 13C-separated NOESY,enumeration_text
131,44,3D 1H-15N NOESY,enumeration_text
131,45,3D 1H-15N TOCSY,enumeration_text
131,46,3D 1H-13C NOESY,enumeration_text
131,47,3D 1H-13C NOESY aliphatic,enumeration_text
131,48,3D 1H-13C NOESY aromatic,enumeration_text
131,49,3D HNHA,enumeration_text
131,50,3D HNHB,enumeration_text
131,51,3D HCCH-COSY,enumeration_text
131,52,3D HCACO,enumeration_text
131,53,3D HN(COCA)CB,enumeration_text
131,54,4D CC NOESY,enumeration_text
131,55,4D 13C-separated NOESY,enumeration_text
131,56,5D APSY CBCACONH,enumeration_text
131,57,5D APSY HACACONH,enumeration_text
131,58,5D HN(CA)CONH,enumeration_text
131,59,15N-(1H) NOE,enumeration_text
131,60,13C-(1H) NOE,enumeration_text
131,61,DARR,SSNMR
131,62,2D DARR,SSNMR
131,63,2D 13C-13C DARR,SSNMR
131,64,CANcoCX,SSNMR
131,65,NCACX,SSNMR
131,66,NCOCX,SSNMR
131,67,CONCA,SSNMR
131,68,3D NCOCX,SSNMR
131,69,3D NCACX,SSNMR
131,70,PAIN,SSNMR
131,71,PAR,SSNMR
131,72,15N-1H solid-state de-HETCOR,SSNMR
131,73,FS-REDOR,SSNMR
131,74,2D 15N-13C TEDOR,SSNMR
131,75,CN TEDOR,SSNMR
131,76,2D 13C/13C PDSD,SSNMR
131,77,2D 13C/13C TOBSY,SSNMR
131,78,2D HBCBCGCDCEHE,SSNMR
131,79,2D HBCBCGCDHD,SSNMR
131,80,2D 13C-detected CORD,SSNMR
131,81,2D 13C-detected NCA,SSNMR
131,82,1H-detected (H)NH HETCOR,SSNMR
131,83,3D RNCSA,SSNMR
131,84,3D ROCSA,SSNMR
132,1,isotropic,enumeration_text
132,2,anisotropic,enumeration_text
301,1,RDC_constraints,enumeration_text
301,2,general_distance_constraints,enumeration_text
301,3,distance_constraints,enumeration_text
301,4,torsion_angle_constraints,enumeration_text
300,1,spectral_peak_list,enumeration_text
300,2,assigned_chemical_shifts,enumeration_text
300,3,coupling_constants,enumeration_text
276,1,distance term,enumeration_text
276,2,torsion angle term,enumeration_text
276,3,1J coupling term,enumeration_text
276,4,3J coupling term,enumeration_text
276,5,13C shift term,enumeration_text
276,6,1H shift term,enumeration_text
276,7,dipolar couplings term,enumeration_text
276,8,2H isotope shift term,enumeration_text
276,9,T1 term,enumeration_text
276,10,T2 term,enumeration_text
276,11,CSA term,enumeration_text
276,12,Pseudocontact shift term,enumeration_text
276,13,covalent geometry bond term,enumeration_text
276,14,covalent geometry angles term,enumeration_text
276,15,covalent geometry impropers term,enumeration_text
276,16,non-bonded van der Waals interaction term,enumeration_text
276,17,non-bonded radius of gyration interaction term,enumeration_text
277,1,kcal/mol*A2,bonds; distance; radius of gyration; planarity
277,2,kcal/mol*rad2,angle or dihedral angle
277,3,kcal/mol*A4,van der Waals
277,4,kcal/mol*Hz2,dipolar coupling; scalar couplings; T1/T2; CSA
277,5,kcal/mol*ppm2,Chemical shifts; pseudocontact shifts
285,1,isotropic,enumeration_text
285,2,anisotropic,enumeration_text
285,3,solid,enumeration_text
283,1,NOE,Distance constraints determined from NOE experiments
283,2,NOE build-up,Distance constraints determined from a series of NOE experiments with different mixing times
283,3,NOE not seen,Distance constraints supplied when an expected NOE was not observed
283,4,ROE,Distance constraints determined from ROE experiments
283,5,ROE build-up,Distance constraints determine from a series of ROE experiments with different mixing times
283,6,hydrogen bond,Hydrogen bond distance constraints
283,7,disulfide bond,Disulfide bond distance constraints
283,8,paramagnetic relaxation,Distance constraints determined from paramagnetic relaxation studies
283,9,symmetry,Distance constraint enforces symmetry - for example to enforce symmetry between monomers in a multimer
283,10,general distance,Specific distance constraint is not known
284,1,log-harmonic,"Parameters: target_value, target_value_error"
284,2,parabolic,"Parameters: target_value, target_value_error
Formula: E = k(r-target_value)**2"
284,3,square-well-parabolic,"Parameters: upper_limit, lower_limit (optionally: target_value, target_value_error)

Formula:
E = k(r-upper_limit)**\2 for r > upper_limit
E = k(r-lower_limit)**2 for r < lower_limit"
284,4,square-well-parabolic-linear,"Parameters: upper_limit, lower_limit, upper_linear_limit, lower_linear_limit, (optional: target_value, target_value_error)

Formula:
If upper_limit = u, upper_linear_limit = u2, lower_limit = l, lower_linear_limit = l2:
E = 2k(u2-u)(r - (u2+u)/2) for r > u2
E = k(r-u)**2 for u < r < u2
E = k(r-l)**2 for l > r > l2
E = 2k(l2-l)(r - (l2+l)/2) for r < l2"
284,5,upper-bound-parabolic,can be derived from the two-sided versions given above
284,6,lower-bound-parabolic,can be derived from the two-sided versions given above
284,7,upper-bound-parabolic-linear,can be derived from the two-sided versions given above
284,8,lower-bound-parabolic-linear,can be derived from the two-sided versions given above
286,1,averaging method,enumeration_text
286,2,number monomers,enumeration_text
286,3,pseudoatom corrections,enumeration_text
286,4,potential function,enumeration_text
286,5,temperature,enumeration_text
286,6,exponent,enumeration_text
286,7,switch distance,enumeration_text
286,8,asymptote slope,enumeration_text
286,9,B_high,enumeration_text
286,10,ceiling,enumeration_text
286,11,negative offset,enumeration_text
286,12,scaling constant,enumeration_text
287,1,OR,enumeration_text
287,2,AND,enumeration_text
299,1,isotropic,enumeration_text
299,2,anisotropic,enumeration_text
299,3,solid,enumeration_text
196,1,isotropic,enumeration_text
196,2,anisotropic,enumeration_text
196,3,solid,enumeration_text
195,1,isotropic,enumeration_text
195,2,anisotropic,enumeration_text
195,3,solid,enumeration_text
194,1,s,half-time
194,2,s-1,rate
194,3,min,half-time
194,4,min-1,rate
194,5,hr,half-time
194,6,hr-1,rate
199,1,isotropic,enumeration_text
199,2,anisotropic,enumeration_text
199,3,solid,enumeration_text
198,1,peak height,enumeration_text
198,2,peak integral,enumeration_text
198,3,contour count,enumeration_text
198,4,relative intensities,enumeration_text
198,5,na,enumeration_text
204,1,isotropic,enumeration_text
204,2,anisotropic,enumeration_text
204,3,solid,enumeration_text
202,1,Iz,enumeration_text
202,2,Sz,enumeration_text
203,1,s,enumeration_text
203,2,s-1,enumeration_text
203,3,ms,enumeration_text
203,4,ms-1,enumeration_text
213,1,isotropic,enumeration_text
213,2,anisotropic,enumeration_text
213,3,solid,enumeration_text
212,1,s-1,enumeration_text
212,2,ms-1,enumeration_text
212,3,us-1,enumeration_text
210,1,I(+$-),single quantum
210,2,S(+$-),single quantum
211,1,s-1,enumeration_text
211,2,ms-1,enumeration_text
211,3,s,enumeration_text
211,4,ms,enumeration_text
208,1,methanol,enumeration_text
208,2,monoethylene glycol,enumeration_text
208,3,solid,enumeration_text
208,4,KBr adamantane blend,enumeration_text
208,5,Na5[TmDOTP],enumeration_text
208,6,no calibration applied,enumeration_text
209,1,single scan interleaving,enumeration_text
209,2,temperature compensation block,enumeration_text
209,3,no temperature control applied,enumeration_text
219,1,isotropic,enumeration_text
219,2,anisotropic,enumeration_text
219,3,solid,enumeration_text
218,1,s-1,enumeration_text
218,2,ms-1,enumeration_text
218,3,us-1,enumeration_text
216,1,I(+$-),single quantum
216,2,S(+$-),single quantum
217,1,s-1,enumeration_text
217,2,ms-1,enumeration_text
217,3,s,enumeration_text
217,4,ms,enumeration_text
214,1,methanol,enumeration_text
214,2,monoethylene glycol,enumeration_text
214,3,solid,enumeration_text
214,4,KBr adamantane blend,enumeration_text
214,5,Na5[TmDOTP],enumeration_text
214,6,no calibration applied,enumeration_text
215,1,single scan interleaving,enumeration_text
215,2,temperature compensation block,enumeration_text
215,3,single scan interleaving and temperature compensation block,enumeration_text
215,4,no temperature control applied,enumeration_text
305,1,3DNA,enumeration_text
305,2,4D-CHAINS,enumeration_text
305,3,ABACUS,enumeration_text
305,4,ADAPT-NMR,enumeration_text
305,5,AMBER,enumeration_text
305,6,ANALYSIS,CcpNMR Analysis
305,7,AngleSearch,enumeration_text
305,8,ANSIG,enumeration_text
305,9,AQUA,enumeration_text
305,10,ARIA,enumeration_text
305,11,ARIA2,enumeration_text
305,12,ATHNOS-CANDID,enumeration_text
305,13,AURELIA,enumeration_text
305,14,AS-DP,enumeration_text
305,15,ATNOS,enumeration_text
305,16,ATSAS,enumeration_text
305,17,AUREMOL,enumeration_text
305,18,AutoAssign,enumeration_text
305,19,AutoDep,enumeration_text
305,20,AutoStruct,enumeration_text
305,21,AVS,enumeration_text
305,22,AZARA,enumeration_text
305,23,BATMAN,small molecule
305,24,calRW,enumeration_text
305,25,CANDID,enumeration_text
305,26,CARA,enumeration_text
305,27,CATIA,enumeration_text
305,28,CcpNMR,enumeration_text
305,29,CH3Shift,enumeration_text
305,30,Chimera,enumeration_text
305,31,CING,enumeration_text
305,32,CLUSTAL W/X,enumeration_text
305,33,CNS,enumeration_text
305,34,CNSSOLVE,enumeration_text
305,35,CoMD/NMR,enumeration_text
305,36,COMPASS,enumeration_text
305,37,CONNJURST,enumeration_text
305,38,CONNJURWB,enumeration_text
305,39,CORMA,enumeration_text
305,40,CPMG-Fit (Korzhnev),enumeration_text
305,41,CPMGFit (Palmer),enumeration_text
305,42,CSI,enumeration_text
305,43,CS-Rosetta,enumeration_text
305,44,CURVES,enumeration_text
305,45,CYANA,enumeration_text
305,46,DANGLE,enumeration_text
305,47,DIAMOD,enumeration_text
305,48,DISCOVER,enumeration_text
305,49,DYANA,enumeration_text
305,50,DYNAMO,enumeration_text
305,51,FASTModelFree,enumeration_text
305,52,FMCGUI,enumeration_text
305,53,FuDA,enumeration_text
305,54,GARANT,enumeration_text
305,55,Gaussian,enumeration_text
305,56,GIFA,enumeration_text
305,57,GISSMO,small molecule
305,58,GROMACS,enumeration_text
305,59,GROMOS,enumeration_text
305,60,GUARDD,enumeration_text
305,61,HADDOCK,enumeration_text
305,62,HYPER,enumeration_text
305,63,istHMS,enumeration_text
305,64,j-UNIO,enumeration_text
305,65,MAGRO,enumeration_text
305,66,MARDIGRAS,enumeration_text
305,67,MARS,enumeration_text
305,68,MD2NOE,enumeration_text
305,69,Mathematica,enumeration_text
305,70,MATLAB,enumeration_text
305,71,MDAnalysis,enumeration_text
305,72,MddNMR,enumeration_text
305,73,MestReNova,enumeration_text
305,74,MetaboAnalystR,small molecule
305,75,MetScape,small molecule
305,76,ModelFree,enumeration_text
305,77,Molmol,enumeration_text
305,78,MolProbity,enumeration_text
305,79,MORASS,enumeration_text
305,80,MoSART,enumeration_text
305,81,MVAPACK,small molecule
305,82,NAMD,enumeration_text
305,83,NESSY,enumeration_text
305,84,NMRbox,enumeration_text
305,85,NMRDraw,enumeration_text
305,86,NMRest,enumeration_text
305,87,NMRFAM-SPARKY,enumeration_text
305,88,NMRFx,enumeration_text
305,89,NMRFx Analyst,enumeration_text
305,90,NMRFx Processor,enumeration_text
305,91,NMRFx Structure,enumeration_text
305,92,nmrglue,enumeration_text
305,93,NMRPipe,enumeration_text
305,94,NMRspy,enumeration_text
305,95,NMRView,enumeration_text
305,96,NMRViewJ,enumeration_text
305,97,NOAH,enumeration_text
305,98,nus-tool,enumeration_text
305,99,Olivia,enumeration_text
305,100,OPAL,enumeration_text
305,101,OPALp,enumeration_text
305,102,Origin,enumeration_text
305,103,PALES,enumeration_text
305,104,PDBStat,enumeration_text
305,105,PECAN,enumeration_text
305,106,PINE,enumeration_text
305,107,PIPP,enumeration_text
305,108,PISTACHIO,enumeration_text
305,109,PONDEROSA,enumeration_text
305,110,Procheck,enumeration_text
305,111,ProcheckNMR,enumeration_text
305,112,PRONTO,enumeration_text
305,113,PROSA,enumeration_text
305,114,PSVS,enumeration_text
305,115,PyMOL,enumeration_text
305,116,qMDD,enumeration_text
305,117,QUEEN,enumeration_text
305,118,REDCAT,enumeration_text
305,119,REDCRAFT,enumeration_text
305,120,Relax,enumeration_text
305,121,RNAstructure,enumeration_text
305,122,rNMR,small molecule
305,123,RNMRTK,enumeration_text
305,124,Rosetta,enumeration_text
305,125,SANE,enumeration_text
305,126,SCRUB,enumeration_text
305,127,SHIFTS,enumeration_text
305,128,ShiftX,enumeration_text
305,129,ShiftX2,enumeration_text
305,130,SMILE,enumeration_text
305,131,SPARKY,enumeration_text
305,132,SPARTA,enumeration_text
305,133,SPARTA+,enumeration_text
305,134,SPSCAN,enumeration_text
305,135,SYBYL,enumeration_text
305,136,TALOS,enumeration_text
305,137,TALOS+,enumeration_text
305,138,TALOS-N,enumeration_text
305,139,TANSY,enumeration_text
305,140,Tensor,enumeration_text
305,141,TINKER,enumeration_text
305,142,TOPSPIN,enumeration_text
305,143,UNIO,enumeration_text
305,144,UNIO-MATCH,enumeration_text
305,145,UXNMR,enumeration_text
305,146,VMD,enumeration_text
305,147,VMD-Xplor,enumeration_text
305,148,VNMR,enumeration_text
305,149,VNMRj,enumeration_text
305,150,WhatIF,enumeration_text
305,151,XEASY,enumeration_text
305,152,X-PLOR,enumeration_text
305,153,X-PLOR NIH,enumeration_text
305,154,xwinnmr,enumeration_text
305,155,YASARA,enumeration_text
197,1,peak volume,enumeration_text
197,2,peak height,enumeration_text
197,3,contour count,enumeration_text
197,4,na,enumeration_text
184,1,isotropic,enumeration_text
184,2,anisotropic,enumeration_text
184,3,solid,enumeration_text
297,1,isotropic,enumeration_text
297,2,anisotropic,enumeration_text
297,3,solid,enumeration_text
261,1,not observed,enumeration_text
261,2,not well defined,enumeration_text
261,3,low restraint density,enumeration_text
261,4,well defined,enumeration_text
261,5,high restraint density,enumeration_text
118,1,source,enumeration_text
118,2,analyzer,enumeration_text
118,3,detector,enumeration_text
117,1,Alpha Omega Technologies Inc.,enumeration_text
117,2,Agilent,enumeration_text
117,3,Analytica of Branford,enumeration_text
117,4,Bear Instruments,enumeration_text
117,5,Bergmann Messgeraete Entwicklung,enumeration_text
117,6,Bruker Daltonics,enumeration_text
117,7,Ciphergen Biosystems,enumeration_text
117,8,Charles Evans & Associates,enumeration_text
117,9,Comstock Inc.,enumeration_text
117,10,In-Situ,enumeration_text
117,11,Micromass,enumeration_text
117,12,Hitachi Instruments,enumeration_text
117,13,JEOL USA,enumeration_text
117,14,Kore Technology Ltd.,enumeration_text
117,15,Kratos Analytical,enumeration_text
117,16,LECO,enumeration_text
117,17,MKS Instruments,enumeration_text
117,18,PE Biosystems,enumeration_text
117,19,Perkin Elmer,enumeration_text
117,20,Prolab Resources,enumeration_text
117,21,Sensar Larson Davis,enumeration_text
117,22,Shimadzu Scientific Instruments Inc.,enumeration_text
117,23,Thermo Scientific,enumeration_text
116,1,Q-TOF,enumeration_text
116,2,ion TRAP,enumeration_text
116,3,FTMS,enumeration_text
116,4,Quadrupole,enumeration_text
121,1,CID,enumeration_text
121,2,ETD,electron-transfer dissociation
121,3,IRMPD,enumeration_text
119,1,Alpha Omega Technologies Inc.,enumeration_text
119,2,Agilent,enumeration_text
119,3,Analytica of Branford,enumeration_text
119,4,Bear Instruments,enumeration_text
